species,month,pounds_caught,year
pacific pomfret,december,0,2010
spotted ratfish,december,3,2010
pacific electric ray,december,0,2010
bat ray,december,0,2010
pacific ocean perch rockfish,december,0,2010
aurora rockfish,december,2,2010
bank rockfish,december,0,2010
black-and-yellow rockfish,december,580,2010
blackgill rockfish,december,314,2010
blue rockfish,december,0,2010
bocaccio rockfish,december,232,2010
brown rockfish,december,0,2010
chilipepper rockfish,december,33,2010
copper rockfish,december,0,2010
flag rockfish,december,25,2010
gopher rockfish,december,338,2010
grass rockfish,december,587,2010
greenblotched rockfish,december,63,2010
greenspotted rockfish,december,43,2010
greenstriped rockfish,december,4,2010
group red rockfish,december,19,2010
kelp rockfish,december,56,2010
olive rockfish,december,0,2010
rosethorn rockfish,december,0,2010
rosy rockfish,december,22,2010
speckled rockfish,december,4,2010
splitnose rockfish,december,1,2010
squarespot rockfish,december,2,2010
starry rockfish,december,34,2010
treefish rockfish,december,13,2010
unspecified rockfish,december,41,2010
vermilion rockfish,december,1151,2010
widow rockfish,december,0,2010
yellowtail rockfish,december,35,2010
sablefish,december,5233,2010
pacific sanddab,december,0,2010
sanddab,december,271,2010
pacific sardine,december,1122,2010
sargo,december,0,2010
california scorpionfish,december,3,2010
white seabass,december,2049,2010
pacific angel shark,december,411,2010
blue shark,december,0,2010
brown smoothhound shark,december,0,2010
gray smoothhound shark,december,0,2010
leopard shark,december,29,2010
sevengill shark,december,0,2010
shortfin mako shark,december,0,2010
sixgill shark,december,0,2010
soupfin shark,december,0,2010
spiny dogfish shark,december,0,2010
thresher shark,december,592,2010
unspecified shark,december,37,2010
white shark,december,0,2010
california sheephead,december,975,2010
thornback skate,december,0,2010
unspecified skate,december,820,2010
night smelt,december,0,2010
true smelts,december,0,2010
dover sole,december,0,2010
fantail sole,december,0,2010
petrale sole,december,29,2010
rex sole,december,0,2010
rock sole,december,0,2010
unspecified sole,december,204,2010
barred surfperch,december,82,2010
black surfperch,december,0,2010
rainbow surfperch,december,0,2010
rubberlip surfperch,december,14,2010
shiner surfperch,december,0,2010
unspecified surfperch,december,15,2010
swordfish,december,2307,2010
longspine thornyhead,december,371,2010
shortspine thornyhead,december,1348,2010
thornyheads,december,1439,2010
unspecified trawled fish,december,327,2010
triggerfish,december,0,2010
albacore tuna,december,0,2010
bluefin tuna,december,0,2010
yellowfin tuna,december,0,2010
turbot,december,0,2010
ocean whitefish,december,227,2010
pacific whiting,december,0,2010
yellowtail,december,46,2010
crustaceans,december,NA,2010
barnacle,december,0,2010
dungeness crab,december,1207,2010
armed box crab,december,0,2010
box crab,december,233,2010
brown rock crab,december,2870,2010
claws crab,december,0,2010
king crab,december,0,2010
red rock crab,december,12908,2010
rock unspecified crab,december,10690,2010
spider crab,december,2284,2010
spider/sheep claws crab,december,0,2010
yellow rock crab,december,29996,2010
unspecified crustacean,december,0,2010
california spiny lobster,december,44447,2010
ridgeback prawn,december,4017,2010
spot prawn,december,303,2010
mantis shrimp,december,0,2010
unspecified shrimp,december,0,2010
echinoderms,december,NA,2010
giant red sea cucumber,december,8460,2010
unspecified sea cucumber,december,70,2010
warty sea cucumber,december,412,2010
purple sea urchin,december,0,2010
red sea urchin,december,662655,2010
mollusks,december,NA,2010
keyhole limpet,december,0,2010
unspecified limpet,december,0,2010
unspecified octopus,december,8,2010
sea snail,december,0,2010
jumbo squid,december,0,2010
market squid,december,37533014,2010
kellet's whelk,december,1602,2010
worms,december,NA,2010
jellyfish,december,0,2010
dolphin (fish),december,121,2010
escolar,december,1036,2010
opah,december,3757,2010
pacific pomfret,december,0,2010
shortfin mako shark,december,670,2010
swordfish,december,402,2010
albacore tuna,december,6260,2010
bigeye tuna,december,7487,2010
skipjack tuna,december,2315,2010
yellowfin tuna,december,77,2010
wahoo,december,233,2010
dolphin (fish),december,0,2010
escolar,december,0,2010
opah,december,0,2010
shortfin mako shark,december,0,2010
thresher shark,december,0,2010
swordfish,december,0,2010
albacore tuna,december,0,2010
bigeye tuna,december,0,2010
skipjack tuna,december,0,2010
yellowfin tuna,december,0,2010
wahoo,december,0,2010
echinoderms,december,NA,2010
warty sea cucumber,december,0,2010
northern anchovy,january,0,2011
california barracuda,january,0,2011
giant sea bass,january,122,2011
pacific bonito,january,0,2011
butterfish (pacific pompano),january,185,2011
cabezon,january,647,2011
white croaker,january,1738,2011
california moray eel,january,0,2011
wolf (wolf-eel) eel,january,0,2011
eel,january,0,2011
escolar,january,0,2011
unspecified fish,january,4,2011
starry flounder,january,9,2011
unspecified flounder,january,0,2011
kelp greenling,january,0,2011
grenadier,january,54,2011
shovelnose guitarfish,january,436,2011
halfmoon,january,0,2011
california halibut,january,14046,2011
unspecified halibut,january,0,2011
jacksmelt,january,0,2011
lingcod,january,0,2011
california lizardfish,january,1146,2011
louvar,january,0,2011
pacific mackerel,january,0,2011
jack mackerel,january,0,2011
opah,january,0,2011
opaleye,january,0,2011
pacific pomfret,january,0,2011
spotted ratfish,january,0,2011
pacific electric ray,january,0,2011
aurora rockfish,january,0,2011
bank rockfish,january,101,2011
black-and-yellow rockfish,january,1,2011
blackgill rockfish,january,3894,2011
blue rockfish,january,0,2011
bocaccio rockfish,january,361,2011
brown rockfish,january,48,2011
chameleon rockfish,january,0,2011
chilipepper rockfish,january,7,2011
copper rockfish,january,551,2011
darkblotched rockfish,january,0,2011
flag rockfish,january,39,2011
gopher rockfish,january,111,2011
grass rockfish,january,452,2011
greenblotched rockfish,january,101,2011
greenspotted rockfish,january,65,2011
greenstriped rockfish,january,1,2011
group bolina rockfish,january,13,2011
group red rockfish,january,225,2011
kelp rockfish,january,62,2011
olive rockfish,january,0,2011
redbanded rockfish,january,0,2011
rosy rockfish,january,9,2011
speckled rockfish,january,106,2011
splitnose rockfish,january,0,2011
squarespot rockfish,january,0,2011
starry rockfish,january,32,2011
treefish rockfish,january,4,2011
unspecified rockfish,january,10,2011
vermilion rockfish,january,3672,2011
widow rockfish,january,10,2011
yellowtail rockfish,january,25,2011
sablefish,january,39697,2011
chinook salmon,january,0,2011
sanddab,january,55,2011
pacific sardine,january,0,2011
sargo,january,0,2011
california scorpionfish,january,8,2011
white seabass,january,2396,2011
striped seaperch,january,0,2011
pacific angel shark,january,974,2011
blue shark,january,56,2011
brown smoothhound shark,january,55,2011
gray smoothhound shark,january,0,2011
leopard shark,january,190,2011
sevengill shark,january,24,2011
shortfin mako shark,january,0,2011
sixgill shark,january,0,2011
soupfin shark,january,20,2011
spiny dogfish shark,january,17,2011
thresher shark,january,1002,2011
unspecified shark,january,97,2011
california sheephead,january,1922,2011
longnose skate,january,0,2011
unspecified skate,january,874,2011
surf smelt,january,0,2011
dover sole,january,40,2011
english sole,january,237,2011
petrale sole,january,0,2011
rex sole,january,0,2011
rock sole,january,2,2011
unspecified sole,january,3432,2011
stingray,january,0,2011
barred surfperch,january,9,2011
black surfperch,january,0,2011
rubberlip surfperch,january,4,2011
unspecified surfperch,january,13,2011
swordfish,january,0,2011
longspine thornyhead,january,229,2011
shortspine thornyhead,january,5030,2011
thornyheads,january,1819,2011
albacore tuna,january,0,2011
bluefin tuna,january,0,2011
ocean whitefish,january,233,2011
pacific whiting,january,0,2011
yellowtail,january,0,2011
crustaceans,january,NA,2011
dungeness crab,january,943,2011
armed box crab,january,0,2011
box crab,january,0,2011
brown rock crab,january,3577,2011
claws crab,january,186,2011
king crab,january,0,2011
red rock crab,january,15266,2011
rock unspecified crab,january,21074,2011
spider crab,january,3195,2011
spider/sheep claws crab,january,96,2011
tanner crab,january,0,2011
yellow rock crab,january,30011,2011
california spiny lobster,january,34677,2011
ridgeback prawn,january,18385,2011
spot prawn,january,0,2011
bay shrimp,january,0,2011
mantis shrimp,january,172,2011
echinoderms,january,NA,2011
giant red sea cucumber,january,12244,2011
unspecified sea cucumber,january,0,2011
warty sea cucumber,january,10601,2011
sea stars,january,0,2011
purple sea urchin,january,0,2011
red sea urchin,january,653285,2011
mollusks,january,NA,2011
keyhole limpet,january,0,2011
unspecified octopus,january,14,2011
sea snail,january,440,2011
jumbo squid,january,5,2011
market squid,january,0,2011
kellet's whelk,january,9031,2011
dolphin (fish),january,0,2011
escolar,january,0,2011
opah,january,0,2011
pacific pomfret,january,0,2011
shortfin mako shark,january,0,2011
thresher shark,january,0,2011
swordfish,january,0,2011
albacore tuna,january,0,2011
bigeye tuna,january,0,2011
skipjack tuna,january,0,2011
wahoo,january,0,2011
crustaceans,january,NA,2011
red rock crab,january,0,2011
rock unspecified crab,january,0,2011
california spiny lobster,january,0,2011
northern anchovy,february,0,2011
california barracuda,february,0,2011
giant sea bass,february,170,2011
pacific bonito,february,0,2011
butterfish (pacific pompano),february,62,2011
cabezon,february,914,2011
white croaker,february,0,2011
california moray eel,february,0,2011
wolf (wolf-eel) eel,february,0,2011
eel,february,0,2011
escolar,february,0,2011
unspecified fish,february,0,2011
starry flounder,february,0,2011
unspecified flounder,february,0,2011
kelp greenling,february,0,2011
grenadier,february,30,2011
shovelnose guitarfish,february,234,2011
halfmoon,february,0,2011
california halibut,february,10938,2011
unspecified halibut,february,0,2011
jacksmelt,february,0,2011
lingcod,february,0,2011
california lizardfish,february,72,2011
louvar,february,0,2011
pacific mackerel,february,0,2011
jack mackerel,february,0,2011
opah,february,0,2011
opaleye,february,9,2011
pacific pomfret,february,0,2011
spotted ratfish,february,5,2011
pacific electric ray,february,0,2011
aurora rockfish,february,1,2011
bank rockfish,february,0,2011
black-and-yellow rockfish,february,10,2011
blackgill rockfish,february,1523,2011
blue rockfish,february,25,2011
bocaccio rockfish,february,219,2011
brown rockfish,february,31,2011
chameleon rockfish,february,0,2011
chilipepper rockfish,february,19,2011
copper rockfish,february,137,2011
darkblotched rockfish,february,0,2011
flag rockfish,february,18,2011
gopher rockfish,february,262,2011
grass rockfish,february,1355,2011
greenblotched rockfish,february,29,2011
greenspotted rockfish,february,106,2011
greenstriped rockfish,february,0,2011
group bolina rockfish,february,0,2011
group red rockfish,february,0,2011
kelp rockfish,february,133,2011
olive rockfish,february,9,2011
redbanded rockfish,february,0,2011
rosy rockfish,february,15,2011
speckled rockfish,february,30,2011
splitnose rockfish,february,0,2011
squarespot rockfish,february,0,2011
starry rockfish,february,46,2011
treefish rockfish,february,2,2011
unspecified rockfish,february,0,2011
vermilion rockfish,february,1887,2011
widow rockfish,february,0,2011
yellowtail rockfish,february,92,2011
sablefish,february,45009,2011
chinook salmon,february,0,2011
sanddab,february,217,2011
pacific sardine,february,0,2011
sargo,february,2,2011
california scorpionfish,february,14,2011
white seabass,february,4699,2011
striped seaperch,february,0,2011
pacific angel shark,february,1255,2011
blue shark,february,0,2011
brown smoothhound shark,february,42,2011
gray smoothhound shark,february,0,2011
leopard shark,february,37,2011
sevengill shark,february,0,2011
shortfin mako shark,february,0,2011
sixgill shark,february,0,2011
soupfin shark,february,64,2011
spiny dogfish shark,february,0,2011
thresher shark,february,134,2011
unspecified shark,february,0,2011
california sheephead,february,525,2011
longnose skate,february,0,2011
unspecified skate,february,78,2011
surf smelt,february,0,2011
dover sole,february,8,2011
english sole,february,142,2011
petrale sole,february,0,2011
rex sole,february,0,2011
rock sole,february,0,2011
unspecified sole,february,1214,2011
stingray,february,0,2011
barred surfperch,february,0,2011
black surfperch,february,3,2011
rubberlip surfperch,february,13,2011
unspecified surfperch,february,4,2011
swordfish,february,0,2011
longspine thornyhead,february,673,2011
shortspine thornyhead,february,9081,2011
thornyheads,february,63,2011
albacore tuna,february,0,2011
bluefin tuna,february,0,2011
ocean whitefish,february,527,2011
pacific whiting,february,7,2011
yellowtail,february,0,2011
crustaceans,february,NA,2011
dungeness crab,february,471,2011
armed box crab,february,0,2011
box crab,february,0,2011
brown rock crab,february,4637,2011
claws crab,february,148,2011
king crab,february,0,2011
red rock crab,february,13970,2011
rock unspecified crab,february,16832,2011
spider crab,february,3392,2011
spider/sheep claws crab,february,76,2011
tanner crab,february,0,2011
yellow rock crab,february,35136,2011
california spiny lobster,february,27225,2011
ridgeback prawn,february,12855,2011
spot prawn,february,11369,2011
bay shrimp,february,0,2011
mantis shrimp,february,199,2011
echinoderms,february,NA,2011
giant red sea cucumber,february,16729,2011
unspecified sea cucumber,february,1416,2011
warty sea cucumber,february,12351,2011
sea stars,february,0,2011
purple sea urchin,february,0,2011
red sea urchin,february,513282,2011
mollusks,february,NA,2011
keyhole limpet,february,0,2011
unspecified octopus,february,20,2011
sea snail,february,0,2011
jumbo squid,february,0,2011
market squid,february,0,2011
kellet's whelk,february,11454,2011
dolphin (fish),february,619,2011
escolar,february,1937,2011
opah,february,3333,2011
pacific pomfret,february,80,2011
shortfin mako shark,february,288,2011
thresher shark,february,0,2011
swordfish,february,390,2011
albacore tuna,february,5740,2011
bigeye tuna,february,17548,2011
skipjack tuna,february,1150,2011
wahoo,february,129,2011
crustaceans,february,NA,2011
red rock crab,february,0,2011
rock unspecified crab,february,0,2011
california spiny lobster,february,0,2011
northern anchovy,march,0,2011
california barracuda,march,0,2011
giant sea bass,march,0,2011
pacific bonito,march,0,2011
butterfish (pacific pompano),march,3,2011
cabezon,march,0,2011
white croaker,march,0,2011
california moray eel,march,0,2011
wolf (wolf-eel) eel,march,0,2011
eel,march,0,2011
escolar,march,0,2011
unspecified fish,march,0,2011
starry flounder,march,0,2011
unspecified flounder,march,2,2011
kelp greenling,march,0,2011
